Year,offense_code,Offense,Age,Count,Age Category,Genre
2008,ASR_OTH,All Other Offenses,f_10_12,2890,10 to 12 year old,Female
2016,ASR_ARSON,Arson,m_17,197,17 year old,Male
2016,ASR_AST_SMP,Simple Assault,f_13_14,11210,13 or 14 year old,Female
2016,ASR_BRG,Burglary,f_10_12,170,10 to 12 year old,Female
2016,ASR_BRG,Burglary,m_0_9,167,0 to 9 year old,Male
2016,ASR_DIS,Disorderly Conduct,m_16,7553,16 year old,Male
2016,ASR_EMB,Embezzlement,f_15,17,15 year old,Female
2016,ASR_FOR,Forgery and Counterfeiting,f_10_12,3,10 to 12 year old,Female
2016,ASR_GAM,Gambling,f_13_14,4,13 or 14 year old,Female
2016,ASR_LIQ,Liquor Laws,m_13_14,1441,13 or 14 year old,Male
2016,ASR_LIQ,Liquor Laws,f_17,5111,17 year old,Female
2016,ASR_SEX,Sex Offenses,m_15,1136,15 year old,Male
2016,ASR_SUS,Suspicion,m_16,21,16 year old,Male
2016,ASR_WEAP,Weapons,m_0_9,172,0 to 9 year old,Male
2015,ASR_BRG,Burglary,m_13_14,5764,13 or 14 year old,Male
2015,ASR_DIS,Disorderly Conduct,m_15,7684,15 year old,Male
2015,ASR_DRK,Drunkenness,f_16,324,16 year old,Female
2015,ASR_DUI,Drive Under the Influence,f_15,68,15 year old,Female
2015,ASR_FAM,Offenses Against the Family and Children,f_13_14,262,13 or 14 year old,Female
2015,ASR_GAM,Gambling,m_10_12,10,10 to 12 year old,Male
2015,ASR_LRC,Larceny,f_15,9559,15 year old,Female
2015,ASR_MVT,Motor Vehicle Theft,m_17,2671,17 year old,Male
2015,ASR_STP,Stolen Property,m_17,2182,17 year old,Male
2015,ASR_VAN,Vandalism,f_10_12,530,10 to 12 year old,Female
2015,ASR_VAN,Vandalism,m_16,5952,16 year old,Male
2015,ASR_VAN,Vandalism,m_17,6003,17 year old,Male
2014,ASR_AST,Aggravated Assault,f_10_12,471,10 to 12 year old,Female
2014,ASR_AST,Aggravated Assault,f_0_9,48,0 to 9 year old,Female
2014,ASR_BRG,Burglary,m_16,7070,16 year old,Male
2014,ASR_DUI,Drive Under the Influence,m_16,923,16 year old,Male
2014,ASR_HOM,Murder and Nonnegligent Homicide,m_13_14,35,13 or 14 year old,Male
2014,ASR_LIQ,Liquor Laws,f_15,2886,15 year old,Female
2014,ASR_ROB,Robbery,m_0_9,14,0 to 9 year old,Male
2014,ASR_ROB,Robbery,m_15,2920,15 year old,Male
2014,ASR_RPE,Rape,f_17,23,17 year old,Female
2014,ASR_VAG,Vagrancy,f_10_12,10,10 to 12 year old,Female
2013,ASR_AST,Aggravated Assault,m_15,3451,15 year old,Male
2013,ASR_BRG,Burglary,f_15,831,15 year old,Female
2013,ASR_DUI,Drive Under the Influence,f_15,62,15 year old,Female
2013,ASR_EMB,Embezzlement,m_16,55,16 year old,Male
2013,ASR_FOR,Forgery and Counterfeiting,m_13_14,57,13 or 14 year old,Male
2013,ASR_FRD,Fraud,f_17,506,17 year old,Female
2013,ASR_GAM,Gambling,f_17,15,17 year old,Female
2013,ASR_LRC,Larceny,m_15,17579,15 year old,Male
2013,ASR_MAN,Manslaughter by Negligence,f_13_14,1,13 or 14 year old,Female
2013,ASR_ROB,Robbery,f_17,399,17 year old,Female
2013,ASR_RPE,Rape,m_13_14,683,13 or 14 year old,Male
2013,ASR_STP,Stolen Property,m_10_12,220,10 to 12 year old,Male
2013,ASR_SUS,Suspicion,f_0_9,2,0 to 9 year old,Female
2013,ASR_VAN,Vandalism,m_15,6053,15 year old,Male
2012,ASR_AST,Aggravated Assault,m_10_12,1918,10 to 12 year old,Male
2012,ASR_EMB,Embezzlement,m_16,55,16 year old,Male
2012,ASR_FAM,Offenses Against the Family and Children,m_0_9,42,0 to 9 year old,Male
2012,ASR_FOR,Forgery and Counterfeiting,m_15,90,15 year old,Male
2012,ASR_FRD,Fraud,m_10_12,80,10 to 12 year old,Male
2012,ASR_HOM,Murder and Nonnegligent Homicide,m_10_12,10,10 to 12 year old,Male
2012,ASR_LIQ,Liquor Laws,f_16,7325,16 year old,Female
2012,ASR_MAN,Manslaughter by Negligence,f_10_12,1,10 to 12 year old,Female
2012,ASR_MAN,Manslaughter by Negligence,f_17,3,17 year old,Female
1997,ASR_WEAP,Weapons,f_16,741,16 year old,Female
1996,ASR_AST,Aggravated Assault,f_16,2623,16 year old,Female
1996,ASR_AST,Aggravated Assault,f_17,2554,17 year old,Female
1996,ASR_DIS,Disorderly Conduct,m_13_14,28720,13 or 14 year old,Male
1996,ASR_DUI,Drive Under the Influence,f_16,622,16 year old,Female
1996,ASR_GAM,Gambling,m_17,850,17 year old,Male
1996,ASR_HOM,Murder and Nonnegligent Homicide,m_17,872,17 year old,Male
1996,ASR_LIQ,Liquor Laws,f_17,12124,17 year old,Female
1996,ASR_LRC,Larceny,f_17,23279,17 year old,Female
1996,ASR_SEX,Sex Offenses,m_0_9,551,0 to 9 year old,Male
1995,ASR_ARSON,Arson,f_17,91,17 year old,Female
1995,ASR_BRG,Burglary,f_10_12,1231,10 to 12 year old,Female
1995,ASR_DIS,Disorderly Conduct,m_16,26495,16 year old,Male
1995,ASR_DIS,Disorderly Conduct,m_0_9,1535,0 to 9 year old,Male
1995,ASR_DRG,Drug Abuse Violations,m_0_9,264,0 to 9 year old,Male
1995,ASR_GAM,Gambling,m_13_14,276,13 or 14 year old,Male
1995,ASR_LIQ,Liquor Laws,m_17,32172,17 year old,Male
1995,ASR_LIQ,Liquor Laws,m_0_9,100,0 to 9 year old,Male
1995,ASR_PRS,Prostitution and Commercialized Vice,f_17,280,17 year old,Female
1995,ASR_RPE,Rape,m_10_12,402,10 to 12 year old,Male
1995,ASR_RUN,Runaway,m_10_12,7224,10 to 12 year old,Male
1995,ASR_RUN,Runaway,f_16,22300,16 year old,Female
1995,ASR_STP,Stolen Property,f_17,911,17 year old,Female
1995,ASR_WEAP,Weapons,f_16,738,16 year old,Female
1994,ASR_BRG,Burglary,f_15,2124,15 year old,Female
1994,ASR_CUR,Curfew and Loitering Law Violations,m_13_14,17715,13 or 14 year old,Male
1994,ASR_CUR,Curfew and Loitering Law Violations,f_15,7662,15 year old,Female
1994,ASR_DIS,Disorderly Conduct,f_0_9,259,0 to 9 year old,Female
1994,ASR_DRG,Drug Abuse Violations,f_0_9,43,0 to 9 year old,Female
1994,ASR_DRK,Drunkenness,m_16,3033,16 year old,Male
1994,ASR_EMB,Embezzlement,f_17,155,17 year old,Female
1994,ASR_EMB,Embezzlement,f_0_9,4,0 to 9 year old,Female
1994,ASR_FAM,Offenses Against the Family and Children,f_0_9,44,0 to 9 year old,Female
1994,ASR_GAM,Gambling,m_16,400,16 year old,Male
1994,ASR_HOM,Murder and Nonnegligent Homicide,f_17,72,17 year old,Female
1994,ASR_LRC,Larceny,m_15,50848,15 year old,Male
1994,ASR_MAN,Manslaughter by Negligence,f_16,4,16 year old,Female
1994,ASR_MVT,Motor Vehicle Theft,m_10_12,2181,10 to 12 year old,Male
1994,ASR_OTH,All Other Offenses,f_16,16958,16 year old,Female
1994,ASR_PRS,Prostitution and Commercialized Vice,f_0_9,3,0 to 9 year old,Female
1994,ASR_PRS,Prostitution and Commercialized Vice,m_0_9,7,0 to 9 year old,Male
1994,ASR_RPE,Rape,f_16,8,16 year old,Female
1994,ASR_SEX,Sex Offenses,f_13_14,360,13 or 14 year old,Female
1994,ASR_VAG,Vagrancy,f_16,159,16 year old,Female
1994,ASR_VAN,Vandalism,m_13_14,32484,13 or 14 year old,Male
2008,ASR_PRS,Prostitution and Commercialized Vice,m_0_9,3,0 to 9 year old,Male
2008,ASR_RUN,Runaway,m_15,9337,15 year old,Male
2008,ASR_VAG,Vagrancy,m_0_9,6,0 to 9 year old,Male
2007,ASR_AST_SMP,Simple Assault,f_0_9,387,0 to 9 year old,Female
2007,ASR_CUR,Curfew and Loitering Law Violations,f_16,9098,16 year old,Female
2007,ASR_CUR,Curfew and Loitering Law Violations,f_0_9,113,0 to 9 year old,Female
2007,ASR_DIS,Disorderly Conduct,m_17,22555,17 year old,Male
2007,ASR_DUI,Drive Under the Influence,f_0_9,43,0 to 9 year old,Female
2007,ASR_RPE,Rape,m_10_12,237,10 to 12 year old,Male
2007,ASR_SEX,Sex Offenses,m_0_9,241,0 to 9 year old,Male
2006,ASR_AST_SMP,Simple Assault,m_16,26420,16 year old,Male
2006,ASR_BRG,Burglary,m_17,13558,17 year old,Male
2006,ASR_CUR,Curfew and Loitering Law Violations,m_10_12,3501,10 to 12 year old,Male
2006,ASR_CUR,Curfew and Loitering Law Violations,m_17,18238,17 year old,Male
2006,ASR_FOR,Forgery and Counterfeiting,f_13_14,58,13 or 14 year old,Female
2006,ASR_FOR,Forgery and Counterfeiting,f_16,240,16 year old,Female
2006,ASR_GAM,Gambling,f_13_14,18,13 or 14 year old,Female
2006,ASR_GAM,Gambling,f_17,21,17 year old,Female
2006,ASR_GAM,Gambling,m_17,635,17 year old,Male
2006,ASR_HOM,Murder and Nonnegligent Homicide,m_13_14,69,13 or 14 year old,Male
2006,ASR_HOM,Murder and Nonnegligent Homicide,f_17,25,17 year old,Female
2006,ASR_MVT,Motor Vehicle Theft,m_0_9,43,0 to 9 year old,Male
2006,ASR_MVT,Motor Vehicle Theft,m_15,5042,15 year old,Male
2006,ASR_SEX,Sex Offenses,f_0_9,37,0 to 9 year old,Female
2006,ASR_STP,Stolen Property,f_10_12,119,10 to 12 year old,Female
2005,ASR_ARSON,Arson,f_10_12,133,10 to 12 year old,Female
2005,ASR_FRD,Fraud,f_15,294,15 year old,Female
2005,ASR_GAM,Gambling,f_16,7,16 year old,Female
2005,ASR_HOM,Murder and Nonnegligent Homicide,f_17,36,17 year old,Female
2016,ASR_DRK,Drunkenness,f_16,292,16 year old,Female
2016,ASR_EMB,Embezzlement,m_15,33,15 year old,Male
2016,ASR_HOM,Murder and Nonnegligent Homicide,m_0_9,9,0 to 9 year old,Male
2016,ASR_MVT,Motor Vehicle Theft,m_13_14,1978,13 or 14 year old,Male
2016,ASR_MVT,Motor Vehicle Theft,m_0_9,16,0 to 9 year old,Male
2016,ASR_PRS,Prostitution and Commercialized Vice,m_17,46,17 year old,Male
2016,ASR_VAG,Vagrancy,m_17,152,17 year old,Male
2016,ASR_VAN,Vandalism,m_10_12,2808,10 to 12 year old,Male
2015,ASR_ARSON,Arson,m_10_12,423,10 to 12 year old,Male
2015,ASR_ARSON,Arson,f_15,74,15 year old,Female
2015,ASR_AST,Aggravated Assault,m_10_12,1453,10 to 12 year old,Male
2015,ASR_AST_SMP,Simple Assault,m_13_14,17486,13 or 14 year old,Male
2015,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,2375,13 or 14 year old,Female
2015,ASR_DIS,Disorderly Conduct,m_13_14,10051,13 or 14 year old,Male
2015,ASR_DRG,Drug Abuse Violations,f_13_14,2897,13 or 14 year old,Female
2015,ASR_DUI,Drive Under the Influence,m_13_14,61,13 or 14 year old,Male
2015,ASR_DUI,Drive Under the Influence,f_16,332,16 year old,Female
2015,ASR_RPE,Rape,m_15,517,15 year old,Male
2015,ASR_STP,Stolen Property,m_0_9,21,0 to 9 year old,Male
2015,ASR_SUS,Suspicion,f_10_12,2,10 to 12 year old,Female
2014,ASR_ARSON,Arson,m_13_14,758,13 or 14 year old,Male
2014,ASR_BRG,Burglary,f_17,1011,17 year old,Female
2014,ASR_FAM,Offenses Against the Family and Children,m_13_14,403,13 or 14 year old,Male
2014,ASR_GAM,Gambling,m_16,109,16 year old,Male
2014,ASR_LIQ,Liquor Laws,f_0_9,13,0 to 9 year old,Female
2014,ASR_PRS,Prostitution and Commercialized Vice,f_0_9,2,0 to 9 year old,Female
2016,ASR_AST,Aggravated Assault,m_0_9,141,0 to 9 year old,Male
2016,ASR_AST_SMP,Simple Assault,m_16,14134,16 year old,Male
2016,ASR_AST_SMP,Simple Assault,m_0_9,1043,0 to 9 year old,Male
2016,ASR_BRG,Burglary,f_13_14,727,13 or 14 year old,Female
2016,ASR_BRG,Burglary,f_17,833,17 year old,Female
2016,ASR_CUR,Curfew and Loitering Law Violations,f_15,1887,15 year old,Female
2016,ASR_DRG,Drug Abuse Violations,m_0_9,76,0 to 9 year old,Male
2016,ASR_FRD,Fraud,f_17,423,17 year old,Female
2016,ASR_MVT,Motor Vehicle Theft,f_17,509,17 year old,Female
2016,ASR_OTH,All Other Offenses,f_17,10081,17 year old,Female
2016,ASR_OTH,All Other Offenses,m_0_9,728,0 to 9 year old,Male
2016,ASR_ROB,Robbery,m_10_12,342,10 to 12 year old,Male
2016,ASR_ROB,Robbery,f_10_12,32,10 to 12 year old,Female
2016,ASR_RPE,Rape,f_16,17,16 year old,Female
2016,ASR_STP,Stolen Property,m_0_9,6,0 to 9 year old,Male
2016,ASR_VAG,Vagrancy,f_13_14,41,13 or 14 year old,Female
2016,ASR_VAN,Vandalism,m_13_14,7365,13 or 14 year old,Male
2016,ASR_WEAP,Weapons,m_15,2488,15 year old,Male
2015,ASR_AST,Aggravated Assault,f_16,1301,16 year old,Female
2015,ASR_AST,Aggravated Assault,m_16,3964,16 year old,Male
2015,ASR_DRK,Drunkenness,f_17,511,17 year old,Female
2015,ASR_LIQ,Liquor Laws,f_0_9,6,0 to 9 year old,Female
2015,ASR_OTH,All Other Offenses,f_0_9,208,0 to 9 year old,Female
2015,ASR_RPE,Rape,f_13_14,47,13 or 14 year old,Female
2015,ASR_STP,Stolen Property,f_16,305,16 year old,Female
2015,ASR_VAG,Vagrancy,m_13_14,130,13 or 14 year old,Male
2014,ASR_AST,Aggravated Assault,m_13_14,4023,13 or 14 year old,Male
2014,ASR_DIS,Disorderly Conduct,m_15,8269,15 year old,Male
2014,ASR_FAM,Offenses Against the Family and Children,m_16,325,16 year old,Male
2014,ASR_FOR,Forgery and Counterfeiting,f_10_12,1,10 to 12 year old,Female
2014,ASR_GAM,Gambling,f_16,16,16 year old,Female
2014,ASR_MAN,Manslaughter by Negligence,m_17,15,17 year old,Male
2014,ASR_MVT,Motor Vehicle Theft,m_16,2330,16 year old,Male
2014,ASR_OTH,All Other Offenses,m_10_12,4603,10 to 12 year old,Male
2014,ASR_RPE,Rape,f_10_12,11,10 to 12 year old,Female
2014,ASR_RPE,Rape,m_17,569,17 year old,Male
2014,ASR_VAG,Vagrancy,f_13_14,36,13 or 14 year old,Female
2014,ASR_VAN,Vandalism,f_0_9,86,0 to 9 year old,Female
2014,ASR_WEAP,Weapons,f_17,368,17 year old,Female
2013,ASR_BRG,Burglary,m_13_14,6504,13 or 14 year old,Male
2013,ASR_DRK,Drunkenness,f_15,295,15 year old,Female
2013,ASR_EMB,Embezzlement,m_13_14,22,13 or 14 year old,Male
2013,ASR_LIQ,Liquor Laws,f_10_12,148,10 to 12 year old,Female
2013,ASR_LIQ,Liquor Laws,m_0_9,23,0 to 9 year old,Male
2013,ASR_LRC,Larceny,f_16,15693,16 year old,Female
2013,ASR_MVT,Motor Vehicle Theft,f_10_12,45,10 to 12 year old,Female
2013,ASR_RUN,Runaway,m_13_14,5661,13 or 14 year old,Male
2013,ASR_SUS,Suspicion,f_13_14,17,13 or 14 year old,Female
2012,ASR_ARSON,Arson,f_0_9,17,0 to 9 year old,Female
2012,ASR_AST_SMP,Simple Assault,m_0_9,1336,0 to 9 year old,Male
2012,ASR_DRG,Drug Abuse Violations,m_10_12,1959,10 to 12 year old,Male
2012,ASR_EMB,Embezzlement,f_15,6,15 year old,Female
2012,ASR_HOM,Murder and Nonnegligent Homicide,f_16,13,16 year old,Female
2012,ASR_HOM,Murder and Nonnegligent Homicide,f_0_9,1,0 to 9 year old,Female
2012,ASR_LIQ,Liquor Laws,m_10_12,240,10 to 12 year old,Male
2012,ASR_LIQ,Liquor Laws,f_10_12,206,10 to 12 year old,Female
2012,ASR_WEAP,Weapons,m_13_14,4045,13 or 14 year old,Male
2011,ASR_ARSON,Arson,m_16,489,16 year old,Male
2011,ASR_AST_SMP,Simple Assault,f_13_14,15562,13 or 14 year old,Female
2011,ASR_BRG,Burglary,f_15,1172,15 year old,Female
2011,ASR_CUR,Curfew and Loitering Law Violations,m_17,10960,17 year old,Male
2011,ASR_DIS,Disorderly Conduct,m_0_9,507,0 to 9 year old,Male
2011,ASR_DRK,Drunkenness,f_13_14,390,13 or 14 year old,Female
2011,ASR_EMB,Embezzlement,m_10_12,5,10 to 12 year old,Male
2011,ASR_HOM,Murder and Nonnegligent Homicide,f_13_14,7,13 or 14 year old,Female
2011,ASR_LRC,Larceny,m_13_14,25298,13 or 14 year old,Male
2011,ASR_OTH,All Other Offenses,f_17,15145,17 year old,Female
2011,ASR_ROB,Robbery,m_10_12,395,10 to 12 year old,Male
2011,ASR_ROB,Robbery,f_16,440,16 year old,Female
2008,ASR_PRS,Prostitution and Commercialized Vice,f_16,259,16 year old,Female
2008,ASR_PRS,Prostitution and Commercialized Vice,f_17,388,17 year old,Female
2008,ASR_ROB,Robbery,m_0_9,55,0 to 9 year old,Male
2007,ASR_ARSON,Arson,f_15,119,15 year old,Female
2007,ASR_DIS,Disorderly Conduct,m_16,23305,16 year old,Male
2007,ASR_DRG,Drug Abuse Violations,f_10_12,458,10 to 12 year old,Female
2007,ASR_DRK,Drunkenness,f_16,829,16 year old,Female
2007,ASR_DUI,Drive Under the Influence,m_0_9,152,0 to 9 year old,Male
2007,ASR_EMB,Embezzlement,m_13_14,20,13 or 14 year old,Male
2007,ASR_OTH,All Other Offenses,m_13_14,40494,13 or 14 year old,Male
2007,ASR_PRS,Prostitution and Commercialized Vice,m_13_14,21,13 or 14 year old,Male
2007,ASR_RUN,Runaway,m_10_12,2251,10 to 12 year old,Male
2007,ASR_SUS,Suspicion,f_17,14,17 year old,Female
2007,ASR_SUS,Suspicion,m_15,41,15 year old,Male
2007,ASR_VAG,Vagrancy,f_15,242,15 year old,Female
2007,ASR_WEAP,Weapons,f_10_12,283,10 to 12 year old,Female
2007,ASR_WEAP,Weapons,f_0_9,41,0 to 9 year old,Female
2007,ASR_WEAP,Weapons,m_15,5702,15 year old,Male
2006,ASR_AST,Aggravated Assault,f_16,2445,16 year old,Female
2006,ASR_DRK,Drunkenness,m_13_14,778,13 or 14 year old,Male
2006,ASR_DUI,Drive Under the Influence,f_13_14,54,13 or 14 year old,Female
2006,ASR_DUI,Drive Under the Influence,f_15,132,15 year old,Female
2006,ASR_LRC,Larceny,f_16,20406,16 year old,Female
2006,ASR_OTH,All Other Offenses,m_17,65404,17 year old,Male
2006,ASR_ROB,Robbery,f_0_9,8,0 to 9 year old,Female
2006,ASR_RPE,Rape,m_10_12,211,10 to 12 year old,Male
2006,ASR_RPE,Rape,f_17,7,17 year old,Female
2006,ASR_RUN,Runaway,f_16,12932,16 year old,Female
2006,ASR_SEX,Sex Offenses,f_10_12,127,10 to 12 year old,Female
2005,ASR_ARSON,Arson,m_15,900,15 year old,Male
2005,ASR_BRG,Burglary,m_0_9,628,0 to 9 year old,Male
2008,ASR_RPE,Rape,m_17,651,17 year old,Male
2008,ASR_RPE,Rape,m_0_9,13,0 to 9 year old,Male
2008,ASR_SEX,Sex Offenses,m_17,1794,17 year old,Male
2008,ASR_STP,Stolen Property,m_13_14,2509,13 or 14 year old,Male
2008,ASR_VAN,Vandalism,m_15,14141,15 year old,Male
2007,ASR_AST,Aggravated Assault,m_0_9,424,0 to 9 year old,Male
2007,ASR_DRK,Drunkenness,f_17,1346,17 year old,Female
2007,ASR_DRK,Drunkenness,m_15,1494,15 year old,Male
2007,ASR_FRD,Fraud,m_17,1617,17 year old,Male
2007,ASR_GAM,Gambling,m_10_12,12,10 to 12 year old,Male
2007,ASR_LIQ,Liquor Laws,f_10_12,328,10 to 12 year old,Female
2007,ASR_MVT,Motor Vehicle Theft,m_10_12,433,10 to 12 year old,Male
2007,ASR_PRS,Prostitution and Commercialized Vice,m_17,132,17 year old,Male
2007,ASR_STP,Stolen Property,m_17,4213,17 year old,Male
2007,ASR_SUS,Suspicion,m_10_12,13,10 to 12 year old,Male
2006,ASR_ARSON,Arson,f_0_9,36,0 to 9 year old,Female
2006,ASR_AST_SMP,Simple Assault,f_15,13745,15 year old,Female
2006,ASR_DRG,Drug Abuse Violations,f_16,6242,16 year old,Female
2006,ASR_FAM,Offenses Against the Family and Children,m_13_14,470,13 or 14 year old,Male
2006,ASR_FRD,Fraud,f_17,884,17 year old,Female
2006,ASR_FRD,Fraud,m_0_9,22,0 to 9 year old,Male
2006,ASR_GAM,Gambling,f_15,5,15 year old,Female
2006,ASR_LRC,Larceny,m_13_14,32087,13 or 14 year old,Male
2006,ASR_MAN,Manslaughter by Negligence,f_10_12,1,10 to 12 year old,Female
2006,ASR_MAN,Manslaughter by Negligence,m_13_14,5,13 or 14 year old,Male
2006,ASR_VAG,Vagrancy,f_17,120,17 year old,Female
2005,ASR_CUR,Curfew and Loitering Law Violations,m_10_12,3536,10 to 12 year old,Male
2005,ASR_EMB,Embezzlement,m_13_14,28,13 or 14 year old,Male
2005,ASR_FRD,Fraud,m_15,539,15 year old,Male
2005,ASR_HOM,Murder and Nonnegligent Homicide,f_13_14,12,13 or 14 year old,Female
2011,ASR_SEX,Sex Offenses,f_16,172,16 year old,Female
2011,ASR_SEX,Sex Offenses,f_0_9,27,0 to 9 year old,Female
2011,ASR_SUS,Suspicion,f_0_9,1,0 to 9 year old,Female
2010,ASR_AST_SMP,Simple Assault,m_10_12,11583,10 to 12 year old,Male
2010,ASR_AST_SMP,Simple Assault,f_10_12,5041,10 to 12 year old,Female
2010,ASR_CUR,Curfew and Loitering Law Violations,m_10_12,2028,10 to 12 year old,Male
2010,ASR_CUR,Curfew and Loitering Law Violations,m_13_14,10247,13 or 14 year old,Male
2010,ASR_DIS,Disorderly Conduct,f_13_14,13053,13 or 14 year old,Female
2010,ASR_DIS,Disorderly Conduct,f_16,8904,16 year old,Female
2010,ASR_DIS,Disorderly Conduct,f_15,9217,15 year old,Female
2010,ASR_DRK,Drunkenness,m_17,3806,17 year old,Male
2010,ASR_HOM,Murder and Nonnegligent Homicide,f_15,16,15 year old,Female
2010,ASR_LRC,Larceny,f_13_14,22194,13 or 14 year old,Female
2010,ASR_MVT,Motor Vehicle Theft,f_13_14,422,13 or 14 year old,Female
2010,ASR_MVT,Motor Vehicle Theft,f_15,499,15 year old,Female
2010,ASR_OTH,All Other Offenses,f_17,17062,17 year old,Female
2010,ASR_OTH,All Other Offenses,m_17,57766,17 year old,Male
2010,ASR_RPE,Rape,f_16,9,16 year old,Female
2010,ASR_SEX,Sex Offenses,f_13_14,361,13 or 14 year old,Female
2010,ASR_VAG,Vagrancy,f_10_12,22,10 to 12 year old,Female
2010,ASR_WEAP,Weapons,f_10_12,287,10 to 12 year old,Female
2010,ASR_WEAP,Weapons,m_15,3890,15 year old,Male
2009,ASR_AST_SMP,Simple Assault,f_13_14,16761,13 or 14 year old,Female
2009,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,6450,13 or 14 year old,Female
2009,ASR_CUR,Curfew and Loitering Law Violations,f_0_9,73,0 to 9 year old,Female
2009,ASR_DIS,Disorderly Conduct,f_15,9949,15 year old,Female
2009,ASR_DRG,Drug Abuse Violations,f_16,5444,16 year old,Female
2009,ASR_DUI,Drive Under the Influence,m_16,1840,16 year old,Male
2009,ASR_FOR,Forgery and Counterfeiting,f_15,76,15 year old,Female
2009,ASR_HOM,Murder and Nonnegligent Homicide,f_13_14,7,13 or 14 year old,Female
2009,ASR_HOM,Murder and Nonnegligent Homicide,m_13_14,69,13 or 14 year old,Male
2009,ASR_LIQ,Liquor Laws,m_10_12,307,10 to 12 year old,Male
2009,ASR_PRS,Prostitution and Commercialized Vice,f_16,220,16 year old,Female
2009,ASR_ROB,Robbery,m_17,7700,17 year old,Male
2009,ASR_RUN,Runaway,f_10_12,1690,10 to 12 year old,Female
2009,ASR_RUN,Runaway,f_13_14,11208,13 or 14 year old,Female
2009,ASR_SUS,Suspicion,f_0_9,3,0 to 9 year old,Female
2009,ASR_WEAP,Weapons,f_0_9,54,0 to 9 year old,Female
2008,ASR_DIS,Disorderly Conduct,m_17,21913,17 year old,Male
2008,ASR_DRG,Drug Abuse Violations,m_17,50269,17 year old,Male
2008,ASR_EMB,Embezzlement,f_17,279,17 year old,Female
2008,ASR_FOR,Forgery and Counterfeiting,m_13_14,134,13 or 14 year old,Male
2008,ASR_LIQ,Liquor Laws,f_16,11120,16 year old,Female
2016,ASR_AST,Aggravated Assault,f_13_14,1565,13 or 14 year old,Female
2016,ASR_AST,Aggravated Assault,m_13_14,3743,13 or 14 year old,Male
2016,ASR_AST,Aggravated Assault,f_0_9,19,0 to 9 year old,Female
2016,ASR_BRG,Burglary,m_15,4789,15 year old,Male
2016,ASR_CUR,Curfew and Loitering Law Violations,m_16,5126,16 year old,Male
2016,ASR_DIS,Disorderly Conduct,f_0_9,80,0 to 9 year old,Female
2016,ASR_DRK,Drunkenness,f_15,196,15 year old,Female
2016,ASR_DUI,Drive Under the Influence,m_10_12,8,10 to 12 year old,Male
2016,ASR_DUI,Drive Under the Influence,m_15,171,15 year old,Male
2016,ASR_FRD,Fraud,m_0_9,2,0 to 9 year old,Male
2016,ASR_GAM,Gambling,m_13_14,17,13 or 14 year old,Male
2016,ASR_LIQ,Liquor Laws,m_16,4999,16 year old,Male
2016,ASR_LRC,Larceny,m_15,13030,15 year old,Male
2016,ASR_MAN,Manslaughter by Negligence,m_13_14,7,13 or 14 year old,Male
2016,ASR_WEAP,Weapons,f_17,396,17 year old,Female
2015,ASR_AST,Aggravated Assault,f_17,1519,17 year old,Female
2015,ASR_AST_SMP,Simple Assault,f_13_14,11533,13 or 14 year old,Female
2015,ASR_BRG,Burglary,m_0_9,195,0 to 9 year old,Male
2015,ASR_DRK,Drunkenness,m_13_14,302,13 or 14 year old,Male
2015,ASR_DUI,Drive Under the Influence,m_17,2885,17 year old,Male
2015,ASR_DUI,Drive Under the Influence,m_0_9,17,0 to 9 year old,Male
2015,ASR_FOR,Forgery and Counterfeiting,f_16,48,16 year old,Female
2015,ASR_HOM,Murder and Nonnegligent Homicide,f_16,8,16 year old,Female
2015,ASR_HOM,Murder and Nonnegligent Homicide,m_15,91,15 year old,Male
2015,ASR_LIQ,Liquor Laws,f_16,3885,16 year old,Female
2015,ASR_SEX,Sex Offenses,m_10_12,775,10 to 12 year old,Male
2015,ASR_STP,Stolen Property,m_15,1489,15 year old,Male
2011,ASR_RUN,Runaway,f_15,8769,15 year old,Female
