NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURELSC,Z32,Z33
GRESHAM SCHOOL DISTRICT,Wisconsin,WI,3,10,1,3914000,534000,2091000,1289000,3922000,3228000,1643000,1169000
SEEDS OF HEALTH ELEMENTARY PROGRAM AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
CHEQUAMEGON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,12677000,1304000,3807000,7566000,11658000,10248000,5390000,3601000
BRUCE GUADALUPE AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
ADAMS-FRIENDSHIP AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,24645000,2915000,7908000,13822000,23277000,20883000,11828000,8091000
CHETEK-WEYERHAEUSER AREA SCHOOL DISTRICT,Wisconsin,WI,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
WOODLANDS SCHOOL AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
CAPITOL WEST ACADEMY AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
ACADEMY OF LEARNING & LEADERSHIP AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
ALBANY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,5879000,443000,2842000,2594000,6315000,5011000,2848000,2127000
ALGOMA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,7877000,719000,3579000,3579000,7799000,7137000,3706000,2678000
ALMA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,3889000,599000,1522000,1768000,3993000,3806000,2104000,1386000
ALMA CENTER SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8080000,785000,4981000,2314000,7832000,7305000,3611000,2500000
ALMOND-BANCROFT SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6117000,533000,3608000,1976000,5863000,5219000,2596000,1893000
ALTOONA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,19814000,1394000,11166000,7254000,18298000,16099000,8910000,6421000
AMERY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,23799000,1989000,9735000,12075000,22251000,19136000,10533000,7166000
TOMORROW RIVER SCHOOL DISTRICT,Wisconsin,WI,3,10,1,11304000,702000,5895000,4707000,10702000,9882000,5213000,3702000
ANTIGO SCHOOL DISTRICT,Wisconsin,WI,3,10,1,32791000,4150000,17986000,10655000,32528000,30181000,15244000,10614000
APPLETON AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,181250000,17298000,89291000,74661000,171716000,162972000,87048000,66651000
ARCADIA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,13720000,1314000,8036000,4370000,13103000,11843000,6406000,4794000
ARGYLE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,4644000,489000,2450000,1705000,4370000,3719000,1929000,1445000
ASHLAND SCHOOL DISTRICT,Wisconsin,WI,3,10,1,26865000,3539000,17312000,6014000,27020000,24926000,12606000,9043000
ASHWAUBENON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,40303000,2484000,13354000,24465000,36260000,33745000,17710000,13257000
ATHENS SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6880000,517000,3861000,2502000,6621000,5339000,2576000,1869000
AUBURNDALE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,10826000,707000,6373000,3746000,10581000,9410000,4685000,3372000
AUGUSTA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,10230000,1450000,4930000,3850000,9745000,8011000,4068000,2730000
BALDWIN-WOODVILLE AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,19386000,1448000,10322000,7616000,18408000,15940000,8785000,6041000
UNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,15697000,1042000,3153000,11502000,15112000,12831000,6881000,4929000
BANGOR SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8287000,738000,4756000,2793000,7813000,6668000,3603000,2498000
BARABOO SCHOOL DISTRICT,Wisconsin,WI,3,10,1,35424000,3183000,16020000,16221000,33320000,31086000,17522000,12339000
BARNEVELD SCHOOL DISTRICT,Wisconsin,WI,3,10,1,5431000,376000,2792000,2263000,5274000,4869000,2737000,2060000
BARRON AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,19097000,1927000,11539000,5631000,18011000,15068000,8217000,5570000
BAYFIELD SCHOOL DISTRICT,Wisconsin,WI,3,10,1,9481000,2469000,1166000,5846000,9094000,8177000,4412000,2962000
BEAVER DAM SCHOOL DISTRICT,Wisconsin,WI,3,10,1,44393000,5535000,22191000,16667000,41470000,39438000,22729000,16102000
BELLEVILLE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,11778000,782000,6004000,4992000,11416000,10314000,5682000,4159000
BELMONT COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,4538000,413000,2149000,1976000,4151000,3741000,2253000,1612000
BELOIT SCHOOL DISTRICT,Wisconsin,WI,3,10,1,89972000,13889000,61295000,14788000,87092000,82654000,45461000,32523000
BELOIT TURNER SCHOOL DISTRICT,Wisconsin,WI,3,10,1,16972000,1584000,8874000,6514000,17910000,14262000,8083000,5206000
BENTON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,3584000,261000,2165000,1158000,3353000,2873000,1469000,1009000
BERLIN AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,20387000,1538000,11465000,7384000,18820000,17110000,9202000,6970000
BIRCHWOOD SCHOOL DISTRICT,Wisconsin,WI,3,10,1,4895000,617000,394000,3884000,4519000,3873000,1952000,1355000
WISCONSIN HEIGHTS SCHOOL DISTRICT,Wisconsin,WI,3,10,1,11930000,815000,3986000,7129000,11458000,10262000,5157000,3452000
BLACK RIVER FALLS SCHOOL DISTRICT,Wisconsin,WI,3,10,1,21712000,2646000,12375000,6691000,21455000,19657000,11279000,7955000
PECATONICA AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6727000,683000,3023000,3021000,6286000,5682000,2922000,2058000
BLOOMER SCHOOL DISTRICT,Wisconsin,WI,3,10,1,15440000,1010000,7848000,6582000,14495000,11538000,5436000,4124000
BONDUEL SCHOOL DISTRICT,Wisconsin,WI,3,10,1,11717000,1356000,5740000,4621000,12510000,9242000,5239000,3627000
BOSCOBEL AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,10984000,1225000,6958000,2801000,11011000,10355000,5581000,4187000
NORTH LAKELAND SCHOOL DISTRICT,Wisconsin,WI,1,10,1,4885000,178000,231000,4476000,4139000,3585000,1620000,1174000
BOWLER SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6442000,1368000,3631000,1443000,6563000,5807000,2740000,1886000
BOYCEVILLE COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,10774000,980000,5774000,4020000,12523000,8279000,4360000,2925000
BRIGHTON #1 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,2627000,138000,646000,1843000,2384000,2119000,1023000,685000
BRILLION SCHOOL DISTRICT,Wisconsin,WI,3,10,1,11717000,746000,6399000,4572000,10745000,8923000,4816000,3463000
BRISTOL #1 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,7455000,341000,2171000,4943000,6706000,6076000,3120000,2284000
BRODHEAD SCHOOL DISTRICT,Wisconsin,WI,3,10,1,13603000,1417000,8000000,4186000,12480000,11940000,6429000,4554000
ELMBROOK SCHOOL DISTRICT,Wisconsin,WI,3,10,1,104850000,4813000,10961000,89076000,137975000,89947000,52653000,38284000
BROWN DEER SCHOOL DISTRICT,Wisconsin,WI,3,10,1,24334000,1566000,6932000,15836000,24319000,20993000,11037000,7671000
BRUCE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,7111000,707000,3104000,3300000,6923000,5925000,3164000,2186000
BURLINGTON AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,45019000,3976000,19177000,21866000,44331000,39405000,21208000,16254000
BUTTERNUT SCHOOL DISTRICT,Wisconsin,WI,3,10,1,3469000,309000,884000,2276000,3350000,2809000,1372000,922000
CADOTT COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,11163000,916000,6259000,3988000,10986000,8987000,4424000,3148000
CAMBRIA-FRIESLAND SCHOOL DISTRICT,Wisconsin,WI,3,10,1,5569000,426000,2921000,2222000,5446000,4907000,2859000,2104000
CAMBRIDGE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,13231000,726000,4131000,8374000,11639000,10587000,5629000,3580000
CAMERON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,11812000,829000,6212000,4771000,11406000,9674000,5376000,3719000
CAMPBELLSPORT SCHOOL DISTRICT,Wisconsin,WI,3,10,1,17950000,1445000,7896000,8609000,17154000,15127000,8262000,5964000
CASHTON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,7734000,1370000,4346000,2018000,7190000,6653000,3469000,2449000
CASSVILLE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,3481000,360000,1606000,1515000,3715000,3348000,1701000,1188000
CEDAR GROVE-BELGIUM AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,12524000,719000,5845000,5960000,11612000,10600000,6174000,4517000
CEDARBURG SCHOOL DISTRICT,Wisconsin,WI,3,10,1,37659000,1960000,11540000,24159000,35270000,31874000,18112000,12444000
CHETEK SCHOOL DISTRICT,Wisconsin,WI,3,10,1,12947000,1657000,4283000,7007000,12144000,10381000,5286000,3705000
CHILTON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,15306000,1111000,7798000,6397000,13832000,11239000,5922000,4078000
CHIPPEWA FALLS AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,56472000,5216000,29318000,21938000,57980000,54812000,25323000,17346000
CLAYTON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,5278000,526000,2927000,1825000,4787000,4353000,2568000,1742000
CLEAR LAKE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8032000,620000,4740000,2672000,7432000,6590000,3978000,2722000
CLINTON COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,15523000,1156000,8570000,5797000,14482000,13063000,7098000,4673000
CLINTONVILLE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,21207000,2045000,11928000,7234000,19426000,17687000,9475000,6849000
COCHRANE-FOUNTAIN CITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8310000,659000,3854000,3797000,7846000,6882000,3362000,2345000
COLBY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,12195000,1449000,7620000,3126000,13963000,11166000,5646000,3925000
COLEMAN SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8881000,857000,3957000,4067000,8303000,7483000,3935000,2881000
COLFAX SCHOOL DISTRICT,Wisconsin,WI,3,10,1,9442000,932000,5417000,3093000,9372000,8963000,4886000,3465000
COLUMBUS SCHOOL DISTRICT,Wisconsin,WI,3,10,1,14697000,1409000,6532000,6756000,14329000,13320000,6696000,4877000
CORNELL SCHOOL DISTRICT,Wisconsin,WI,3,10,1,7864000,838000,3743000,3283000,7156000,5319000,2398000,1646000
CRANDON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,11633000,1683000,3448000,6502000,12307000,11630000,6338000,4513000
CRIVITZ SCHOOL DISTRICT,Wisconsin,WI,3,10,1,9473000,478000,1551000,7444000,8933000,7715000,3712000,2592000
CUBA CITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,9049000,834000,4419000,3796000,8744000,8069000,4253000,3137000
CUDAHY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,35145000,2938000,19135000,13072000,36190000,30601000,18937000,13889000
CUMBERLAND SCHOOL DISTRICT,Wisconsin,WI,3,10,1,14470000,1165000,5554000,7751000,14964000,12067000,6304000,4617000
DARLINGTON COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,10156000,831000,5514000,3811000,9372000,8654000,4804000,3613000
DE FOREST AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,42031000,2534000,17676000,21821000,37898000,35313000,20122000,13864000
DE PERE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,46870000,3103000,22489000,21278000,43116000,38204000,21491000,14770000
DE SOTO AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,7309000,708000,2949000,3652000,7382000,6920000,3392000,2363000
DEERFIELD COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,10861000,693000,5208000,4960000,10359000,9171000,5153000,3793000
KETTLE MORAINE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,53987000,2688000,14188000,37111000,51402000,47821000,24547000,17091000
DELAVAN-DARIEN SCHOOL DISTRICT,Wisconsin,WI,3,10,1,31064000,2866000,10218000,17980000,29965000,26771000,13548000,9550000
DENMARK SCHOOL DISTRICT,Wisconsin,WI,3,10,1,18724000,1890000,10013000,6821000,17460000,15261000,8275000,5787000
DODGEVILLE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,18000000,1356000,8336000,8308000,17108000,16093000,8049000,5925000
DOVER #1 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,1569000,48000,647000,874000,1511000,1011000,549000,431000
DRUMMOND AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6631000,599000,468000,5564000,6086000,5376000,2608000,1915000
DURAND SCHOOL DISTRICT,Wisconsin,WI,3,10,1,14227000,1156000,7122000,5949000,13137000,12174000,5874000,4279000
NORTHLAND PINES SCHOOL DISTRICT,Wisconsin,WI,3,10,1,25295000,1191000,1365000,22739000,21506000,18727000,9370000,6647000
EAST TROY COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,20201000,759000,4524000,14918000,18944000,17410000,10034000,7254000
EAU CLAIRE AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,134310000,11528000,61913000,60869000,128450000,116831000,62150000,43681000
EDGAR SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8807000,911000,5256000,2640000,7372000,6541000,3391000,2346000
EDGERTON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,22759000,1747000,10386000,10626000,21230000,20041000,10503000,6824000
ELCHO SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6594000,594000,444000,5556000,5799000,5030000,2652000,1798000
ELEVA-STRUM SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8157000,701000,4692000,2764000,7642000,6885000,3600000,2263000
ELK MOUND AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,12388000,904000,7697000,3787000,17270000,10348000,5240000,3851000
ELKHART LAKE-GLENBEULAH SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6562000,386000,1159000,5017000,6447000,5630000,3115000,2172000
ELKHORN AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,36816000,2451000,14197000,20168000,33899000,31214000,16704000,12015000
ELLSWORTH COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,20910000,2019000,10050000,8841000,20092000,18633000,9929000,6755000
ELMWOOD SCHOOL DISTRICT,Wisconsin,WI,3,10,1,5611000,456000,2550000,2605000,5326000,4217000,2333000,1596000
ROYALL SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8483000,837000,4897000,2749000,8096000,7053000,3238000,2293000
ERIN SCHOOL DISTRICT,Wisconsin,WI,1,10,1,4063000,260000,803000,3000000,3720000,3497000,1976000,1402000
EVANSVILLE COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,23333000,1720000,13464000,8149000,22080000,20122000,12016000,8926000
FALL CREEK SCHOOL DISTRICT,Wisconsin,WI,3,10,1,10534000,876000,6447000,3211000,9990000,9081000,4400000,3208000
FALL RIVER SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6136000,476000,3248000,2412000,6137000,5187000,3008000,2138000
FENNIMORE COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8892000,1006000,5558000,2328000,9086000,8637000,5060000,3753000
LAC DU FLAMBEAU #1 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,10812000,3718000,1215000,5879000,10394000,9700000,4845000,3240000
FLORENCE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8591000,621000,1723000,6247000,7708000,6817000,3291000,2275000
FOND DU LAC SCHOOL DISTRICT,Wisconsin,WI,3,10,1,91417000,9389000,45633000,36395000,89562000,80505000,43618000,30635000
FONTANA J8 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,3953000,152000,99000,3702000,3653000,3221000,1667000,1206000
FORT ATKINSON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,35372000,2863000,15906000,16603000,32702000,30497000,17069000,12109000
MAPLE DALE-INDIAN HILL SCHOOL DISTRICT,Wisconsin,WI,1,10,1,8619000,374000,772000,7473000,10086000,7458000,3806000,2724000
FOX POINT J2 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,13157000,771000,1781000,10605000,12702000,11919000,6482000,4761000
FRANKLIN PUBLIC SCHOOL DISTRICT,Wisconsin,WI,3,10,1,54947000,2655000,16970000,35322000,52176000,48148000,27437000,19839000
FREDERIC SCHOOL DISTRICT,Wisconsin,WI,3,10,1,7354000,590000,2897000,3867000,6586000,5654000,3068000,2127000
NORTHERN OZAUKEE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,16289000,950000,3683000,11656000,16785000,14632000,7345000,5347000
FREEDOM AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,18597000,1309000,9802000,7486000,17740000,16013000,8526000,6401000
GALESVILLE-ETTRICK-TREMPEALEAU SCHOOL DISTRICT,Wisconsin,WI,3,10,1,17991000,1591000,10366000,6034000,23192000,15865000,9281000,6264000
NORTH CRAWFORD SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6407000,736000,3400000,2271000,6005000,5507000,3029000,2131000
GENEVA J4 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,2302000,106000,34000,2162000,2116000,1852000,1015000,668000
GENOA CITY J2 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,7527000,413000,4495000,2619000,7241000,5960000,3150000,2371000
GERMANTOWN SCHOOL DISTRICT,Wisconsin,WI,3,10,1,49106000,2510000,14256000,32340000,47762000,43394000,23557000,16928000
GIBRALTAR AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,11218000,364000,424000,10430000,9933000,9285000,4958000,3446000
GILLETT SCHOOL DISTRICT,Wisconsin,WI,3,10,1,9187000,800000,5168000,3219000,8531000,6656000,3216000,2279000
GILMAN SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6183000,641000,3227000,2315000,5711000,4994000,2387000,1797000
GILMANTON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,2839000,238000,1471000,1130000,2621000,2262000,1179000,772000
GLENDALE-RIVER HILLS SCHOOL DISTRICT,Wisconsin,WI,1,10,1,14415000,760000,1331000,12324000,14687000,13338000,6468000,4508000
NICOLET UHS SCHOOL DISTRICT,Wisconsin,WI,2,10,1,22894000,793000,2584000,19517000,22633000,20146000,10204000,6408000
GLENWOOD CITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,9300000,740000,5349000,3211000,8440000,7547000,4194000,2913000
GLIDDEN SCHOOL DISTRICT,Wisconsin,WI,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
GOODMAN-ARMSTRONG SCHOOL DISTRICT,Wisconsin,WI,3,10,1,2544000,174000,622000,1748000,2516000,2355000,1091000,750000
GRAFTON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,27951000,1502000,8412000,18037000,26852000,25501000,13403000,9656000
GRANTON AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,4007000,520000,2113000,1374000,3823000,2862000,1519000,975000
GRANTSBURG SCHOOL DISTRICT,Wisconsin,WI,3,10,1,15923000,941000,6135000,8847000,14859000,13793000,4832000,3318000
BLACK HAWK SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6554000,566000,3494000,2494000,6284000,5920000,3175000,2323000
GREEN BAY AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,257564000,34921000,139187000,83456000,248382000,227595000,132701000,91579000
GREEN LAKE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6248000,445000,289000,5514000,6104000,4716000,2477000,1650000
GREENDALE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,32914000,1971000,10401000,20542000,31582000,27918000,16853000,11254000
GREENFIELD SCHOOL DISTRICT,Wisconsin,WI,3,10,1,43197000,2824000,11211000,29162000,48091000,34207000,19525000,13960000
GREENWOOD SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6965000,640000,3130000,3195000,6575000,5186000,2503000,1822000
WHITNALL SCHOOL DISTRICT,Wisconsin,WI,3,10,1,28889000,1847000,8709000,18333000,27453000,25472000,14326000,9478000
HAMILTON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,54852000,2572000,20194000,32086000,49200000,45732000,26613000,19067000
SAINT CROIX CENTRAL SCHOOL DISTRICT,Wisconsin,WI,3,10,1,16509000,1082000,8528000,6899000,15420000,13467000,7124000,5062000
HARTFORD J1 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,22076000,1852000,9989000,10235000,21523000,19037000,10037000,7565000
HARTFORD UHS SCHOOL DISTRICT,Wisconsin,WI,2,10,1,22270000,979000,7120000,14171000,20971000,19350000,10239000,7081000
HARTLAND-LAKESIDE J3 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,18991000,1152000,5795000,12044000,17178000,15567000,7791000,5621000
ARROWHEAD UHS SCHOOL DISTRICT,Wisconsin,WI,2,10,1,34928000,1344000,6689000,26895000,32879000,28500000,15071000,10629000
HAYWARD COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,25615000,3105000,2825000,19685000,24113000,22121000,10330000,7261000
SOUTHWESTERN WISCONSIN SCHOOL DISTRICT,Wisconsin,WI,3,10,1,6709000,506000,3849000,2354000,6655000,6134000,3138000,2331000
HERMAN #22 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,1422000,116000,443000,863000,1369000,1037000,489000,323000
HIGHLAND SCHOOL DISTRICT,Wisconsin,WI,3,10,1,4196000,481000,2146000,1569000,3792000,3299000,1740000,1270000
HILBERT SCHOOL DISTRICT,Wisconsin,WI,3,10,1,5760000,386000,3114000,2260000,6546000,4835000,2605000,1878000
HILLSBORO SCHOOL DISTRICT,Wisconsin,WI,3,10,1,7655000,1008000,4071000,2576000,7134000,6502000,3202000,2326000
HOLMEN SCHOOL DISTRICT,Wisconsin,WI,3,10,1,49069000,4146000,27614000,17309000,47403000,41853000,25991000,17764000
HORICON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,12092000,923000,5886000,5283000,11245000,9697000,5242000,3929000
HORTONVILLE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,38166000,1905000,19150000,17111000,35009000,31880000,18746000,13388000
HOWARD-SUAMICO SCHOOL DISTRICT,Wisconsin,WI,3,10,1,62096000,4831000,33837000,23428000,57110000,52792000,27386000,19307000
HOWARDS GROVE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,12138000,804000,6206000,5128000,11147000,10256000,5480000,3852000
HUDSON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,58997000,3367000,24208000,31422000,56225000,51640000,29825000,20447000
HURLEY SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8448000,792000,3433000,4223000,8245000,7406000,3663000,2562000
HUSTISFORD SCHOOL DISTRICT,Wisconsin,WI,3,10,1,5573000,376000,1889000,3308000,5454000,4621000,2650000,1889000
INDEPENDENCE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,5415000,563000,2863000,1989000,4915000,4361000,2269000,1594000
IOLA-SCANDINAVIA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,9318000,646000,4084000,4588000,9012000,8046000,4392000,2876000
IOWA-GRANT SCHOOL DISTRICT,Wisconsin,WI,3,10,1,10404000,982000,6252000,3170000,9794000,9110000,4796000,3407000
ITHACA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,4825000,313000,2491000,2021000,4348000,3986000,2148000,1539000
JANESVILLE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,124807000,13962000,71728000,39117000,124941000,112975000,65135000,46697000
JEFFERSON SCHOOL DISTRICT,Wisconsin,WI,3,10,1,23405000,2119000,11011000,10275000,23297000,21103000,11042000,7975000
JOHNSON CREEK SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8475000,629000,3681000,4165000,8161000,7599000,4016000,2944000
JUDA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,4251000,433000,2178000,1640000,3862000,3384000,1940000,1323000
DODGELAND SCHOOL DISTRICT,Wisconsin,WI,3,10,1,12137000,782000,6305000,5050000,11021000,9450000,5169000,3864000
KAUKAUNA AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,47814000,3742000,27146000,16926000,46429000,40626000,21369000,16512000
KENOSHA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,282668000,35039000,152511000,95118000,309699000,267583000,145546000,103462000
KEWASKUM SCHOOL DISTRICT,Wisconsin,WI,3,10,1,24058000,1561000,10237000,12260000,23478000,21022000,11688000,8395000
KEWAUNEE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,12559000,1070000,6334000,5155000,11732000,10977000,5885000,4147000
KIEL AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,17480000,1306000,9343000,6831000,16787000,14949000,8082000,5570000
KIMBERLY AREA SCHOOL DISTRICT,Wisconsin,WI,3,10,1,50146000,3234000,27928000,18984000,47881000,43033000,22604000,16802000
KOHLER SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8457000,252000,1059000,7146000,7958000,6606000,3981000,3037000
LA CROSSE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,101815000,10577000,43233000,48005000,106331000,94051000,51879000,35560000
LA FARGE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,3963000,572000,1960000,1431000,3971000,3605000,1927000,1373000
LADYSMITH-HAWKINS SCHOOL DISTRICT,Wisconsin,WI,3,10,1,14519000,1700000,8886000,3933000,14128000,12399000,6115000,4315000
LAKE GENEVA J1 SCHOOL DISTRICT,Wisconsin,WI,1,10,1,27003000,1743000,7956000,17304000,24905000,21982000,11758000,8830000
